iter	AUC	Logloss
1719	0.9994885149	0.06742655519
1720	0.9994897763	0.06739320716
1721	0.9994956148	0.06733961153
1722	0.9994985744	0.06726675894
1723	0.9995000785	0.06723168766
1724	0.9995032403	0.06719369491
1725	0.9995062889	0.06712150102
1726	0.9995088442	0.0670885201
1727	0.9995107041	0.06702562937
1728	0.999511165	0.06701399
1729	0.9995130735	0.06696381355
1730	0.9995154751	0.06688970492
1731	0.9995175129	0.06685281173
1732	0.9995198014	0.06679355585
1733	0.9995219443	0.06676018091
1734	0.9995233999	0.06671685964
1735	0.9995256156	0.06670253252
1736	0.9995282679	0.06663771006
1737	0.9995298367	0.06658100169
1738	0.9995307262	0.06654977931
1739	0.9995333947	0.06649307222
1740	0.9995354244	0.06644667205
1741	0.9995378019	0.06637110627
1742	0.9995391685	0.06632507931
1743	0.9995400095	0.06628627974
1744	0.9995414812	0.06624031256
1745	0.999543147	0.06618149752
1746	0.9995449422	0.06614864536
1747	0.9995464786	0.06612665458
1748	0.9995477401	0.06608691703
1749	0.9995497051	0.06603978935
1750	0.9995516782	0.06599985186
1751	0.9995534007	0.06595428546
1752	0.9995566676	0.06589195859
1753	0.9995589722	0.06584733524
1754	0.999560541	0.06579919019
1755	0.9995610747	0.06576697689
1756	0.9995630155	0.06573058465
1757	0.999565498	0.0656690662
1758	0.9995671557	0.06561524079
1759	0.999569048	0.06557212864
1760	0.9995708755	0.06551972353
1761	0.9995718782	0.06548976689
1762	0.9995737786	0.06542213987
1763	0.9995744902	0.06539034055
1764	0.9995762692	0.06534055609
1765	0.9995778703	0.06531063698
1766	0.9995788569	0.0652631549
1767	0.9995805146	0.06519855577
1768	0.9995816386	0.06516732229
1769	0.9995838866	0.06511356281
1770	0.9995852209	0.06507382379
1771	0.9995872183	0.06501414708
1772	0.9995901294	0.06494779001
1773	0.9995919327	0.06489305935
1774	0.9995931699	0.06484585789
1775	0.9995944476	0.0648057587
1776	0.9995959759	0.06479029274
1777	0.9995984342	0.06476369881
1778	0.9995989679	0.06474235338
1779	0.9995999221	0.06470576176
1780	0.9996008763	0.0646675313
1781	0.9996019922	0.06465934938
1782	0.9996038521	0.06462569357
1783	0.9996057282	0.06461610812
1784	0.9996066743	0.06460124481
1785	0.9996089142	0.06455174757
1786	0.9996100464	0.06450267407
1787	0.9996104911	0.06446897974
1788	0.9996129332	0.06441982968
1789	0.999615998	0.06438370233
1790	0.9996179549	0.0643445987
1791	0.9996204455	0.06428810594
1792	0.9996230251	0.06423957512
1793	0.9996256451	0.06416996539
1794	0.9996277072	0.06412096671
1795	0.9996290334	0.06405346857
1796	0.9996293326	0.06402883547
1797	0.9996301978	0.06400004866
1798	0.9996321548	0.06394998028
1799	0.9996343785	0.06392073318
1800	0.9996348799	0.06387078416
1801	0.9996351225	0.06384749382
1802	0.9996358907	0.06382125338
1803	0.9996363921	0.06379728597
1804	0.9996372007	0.06376807376
1805	0.9996379123	0.06374382498
1806	0.9996389797	0.06369710014
1807	0.9996402331	0.06366445947
1808	0.9996412439	0.06362683221
1809	0.9996427804	0.06357867916
1810	0.9996433707	0.06354294335
1811	0.9996447777	0.06349062135
1812	0.9996463142	0.06344233866
1813	0.9996474948	0.06341808353
1814	0.9996488937	0.06336705142
1815	0.9996498237	0.06334112375
1816	0.9996501391	0.06331528619
1817	0.9996527833	0.06326231246
1818	0.9996538022	0.06321034269
1819	0.9996543117	0.06313598346
1820	0.9996546109	0.06312877556
1821	0.9996562443	0.06309621705
1822	0.9996587431	0.06307316737
1823	0.9996590665	0.06302692293
1824	0.9996590908	0.06299671578
1825	0.9996600935	0.06295739267
1826	0.9996643227	0.06289086325
1827	0.9996654306	0.06286216972
1828	0.9996655195	0.06284615142
1829	0.9996677433	0.0628260831
1830	0.9996695142	0.06276966176
1831	0.9996706706	0.06273787179
1832	0.999672862	0.06270213099
1833	0.9996738324	0.0626712047
1834	0.9996744793	0.06262865448
1835	0.999676129	0.06257102042
1836	0.999676323	0.06255786152
1837	0.9996773662	0.06250045544
1838	0.9996783204	0.06248103446
1839	0.999679218	0.06243823245
1840	0.9996794525	0.06241628453
1841	0.9996804876	0.06236934596
1842	0.9996825981	0.06232881526
1843	0.9996844095	0.06226708605
1844	0.9996860187	0.06220655563
1845	0.9996882506	0.06215010457
1846	0.9996893746	0.06207681373
1847	0.9996902641	0.06204128402
1848	0.9996914285	0.06200002982
1849	0.9996916307	0.06197916713
1850	0.9996927466	0.06194504342
1851	0.9996940162	0.06192658791
1852	0.9996954313	0.06189625784
1853	0.9996960864	0.06186485277
1854	0.9996974691	0.06182282998
1855	0.9996992967	0.0617906492
1856	0.9997007361	0.06174064155
1857	0.9997015932	0.06172159103
1858	0.9997033157	0.06165705895
1859	0.9997045448	0.06164390531
1860	0.9997062349	0.06159136055
1861	0.9997066473	0.06157348851
1862	0.9997079815	0.06152026165
1863	0.9997086285	0.06148712047
1864	0.9997092026	0.06145566487
1865	0.9997093239	0.06143100755
1866	0.9997107633	0.06138582639
1867	0.9997118873	0.06133830254
1868	0.999712235	0.06131993445
1869	0.9997128981	0.06127379436
1870	0.9997135046	0.06123080482
1871	0.9997140626	0.06121566069
1872	0.9997154858	0.06117997332
1873	0.9997158982	0.06114471909
1874	0.999718033	0.06108303544
1875	0.9997202002	0.06100267473
1876	0.9997208633	0.06096275174
1877	0.9997215749	0.06094628833
1878	0.9997221733	0.0609066945
1879	0.9997239119	0.06084882468
1880	0.9997239927	0.06083006761
1881	0.9997258203	0.06080007204
1882	0.9997283594	0.06071383167
1883	0.9997288851	0.06066774082
1884	0.9997297503	0.06060254091
1885	0.9997313433	0.06054399325
1886	0.9997320145	0.06052812223
1887	0.9997324916	0.0605077998
1888	0.9997328313	0.06050072636
1889	0.9997344485	0.06044615296
1890	0.9997348205	0.06043105589
1891	0.9997370362	0.06037818963
1892	0.9997383867	0.06033289188
1893	0.9997398422	0.06028104065
1894	0.9997407883	0.06023165098
1895	0.9997418557	0.06019160546
1896	0.9997431496	0.06013492548
1897	0.999744589	0.06007757835
1898	0.9997450256	0.06005301235
1899	0.9997452521	0.0600244927
1900	0.9997458343	0.05999167951
1901	0.999746554	0.05994984292
1902	0.999747492	0.05992761214
1903	0.9997480823	0.05989382985
1904	0.999748333	0.05986925919
1905	0.9997495783	0.05982067128
1906	0.9997506053	0.05979189533
1907	0.9997519477	0.05973274158
1908	0.999752635	0.05969788147
1909	0.9997537348	0.05966610318
1910	0.9997542119	0.05962273819
1911	0.9997547375	0.05958077178
1912	0.9997553682	0.05956128
1913	0.9997570017	0.05949791963
1914	0.9997579155	0.05944260904
1915	0.9997584815	0.05941307291
1916	0.9997607538	0.05934069019
1917	0.9997616595	0.05933047085
1918	0.9997640774	0.05928362849
1919	0.9997649588	0.05926940805
1920	0.9997659777	0.059223363
1921	0.9997665518	0.05918892059
1922	0.9997673362	0.05914440111
1923	0.9997683794	0.0590996403
1924	0.9997694387	0.05905924568
1925	0.9997696975	0.05899495858
1926	0.999770587	0.05894061478
1927	0.9997710883	0.05891036543
1928	0.999771994	0.05889522969
1929	0.9997726409	0.05884178987
1930	0.9997738943	0.05881116961
1931	0.9997739752	0.0587739722
1932	0.9997754631	0.05871586189
1933	0.9997760211	0.05868917494
1934	0.9997774685	0.05865461307
1935	0.999778164	0.05862779632
1936	0.9997785279	0.05858737544
1937	0.9997788998	0.05854347629
1938	0.9997795629	0.05851382826
1939	0.9997808083	0.05847275308
1940	0.9997819727	0.05842808645
1941	0.9997824336	0.05841964346
1942	0.9997834768	0.05838267658
1943	0.9997845927	0.05832090896
1944	0.9997850536	0.0582767505
1945	0.9997862504	0.05823001485
1946	0.9997866871	0.05821929974
1947	0.9997868408	0.05818797069
1948	0.9997872208	0.05817614278
1949	0.9997875281	0.05814494175
1950	0.9997883287	0.05811605029
1951	0.9997899298	0.05807929228
1952	0.9997906495	0.05804353949
1953	0.9997925983	0.05798733732
1954	0.9997942722	0.05794383764
1955	0.9997955175	0.05787826126
1956	0.9997969084	0.05782552176
1957	0.9997977413	0.05777504773
1958	0.9997986955	0.05771782498
1959	0.9997995365	0.05770495513
1960	0.9998008384	0.05765847108
1961	0.9998018007	0.0576242422
1962	0.9998041862	0.05756119084
1963	0.9998046633	0.05755562183
1964	0.9998048817	0.05753521392
1965	0.9998052051	0.05751512168
1966	0.9998058925	0.05748474457
1967	0.9998062968	0.05744964518
1968	0.9998068224	0.05743423883
1969	0.9998081567	0.05739356633
1970	0.9998094586	0.05734281128
1971	0.9998101864	0.05731127813
1972	0.9998107201	0.0572714753
1973	0.9998117228	0.05723512341
1974	0.9998120705	0.05718896481
1975	0.9998132512	0.05712671698
1976	0.9998138657	0.05710043629
1977	0.9998158954	0.05703442646
1978	0.9998164777	0.05699389743
1979	0.9998171812	0.0569459366
1980	0.9998177957	0.05692797278
1981	0.9998189036	0.05686930892
1982	0.9998192109	0.05685755062
1983	0.9998200276	0.0568083773
1984	0.9998207311	0.05677138351
1985	0.9998210384	0.05674882268
1986	0.999821653	0.05671977824
1987	0.9998217581	0.05669797251
1988	0.9998229226	0.05666375023
1989	0.999823715	0.05662407252
1990	0.9998235371	0.05660021519
1991	0.9998244994	0.05655011292
1992	0.9998246531	0.0565225521
1993	0.9998250897	0.0564823475
1994	0.9998251544	0.05646829569
1995	0.9998258499	0.05644237768
1996	0.9998266828	0.05641079
1997	0.9998272731	0.05639085229
1998	0.999828672	0.05632804215
1999	0.9998290764	0.05630854144
2000	0.9998299254	0.05626207344
2001	0.9998309443	0.05622441221
2002	0.9998313244	0.05618823067
2003	0.9998318743	0.05615661152
2004	0.9998327881	0.05612158884
2005	0.9998330145	0.05607371849
2006	0.9998333218	0.05605511127
2007	0.9998338716	0.05600495636
2008	0.9998348986	0.05597544314
2009	0.9998360873	0.05591927692
2010	0.9998369768	0.05588376862
2011	0.9998368879	0.05585671029
2012	0.9998371305	0.05581491976
2013	0.9998376965	0.05578242718
2014	0.999839144	0.05574568054
2015	0.9998406238	0.05570363995
2016	0.9998415457	0.05563874675
2017	0.9998427021	0.05559405929
2018	0.9998431953	0.05558474747
2019	0.9998436482	0.0555613754
2020	0.999844756	0.05552570882
2021	0.9998452736	0.05551132859
2022	0.9998457426	0.05548568242
2023	0.9998465512	0.05543857046
2024	0.9998473599	0.0554007536
2025	0.9998475701	0.05537778468
2026	0.9998479421	0.05534944041
2027	0.999848023	0.05533600784
2028	0.9998484596	0.05528995447
2029	0.9998487669	0.05526019193
2030	0.9998489852	0.05525140353
2031	0.9998499637	0.05519070558
2032	0.999850643	0.05515409984
2033	0.9998510635	0.055133971
2034	0.9998511848	0.05510456839
2035	0.9998516861	0.05507667986
2036	0.9998520419	0.05504083386
2037	0.9998527455	0.05498137732
2038	0.9998541202	0.05494000743
2039	0.9998543466	0.05489818975
2040	0.9998548884	0.05487964083
2041	0.999855883	0.05484934631
2042	0.9998565218	0.05481528318
2043	0.9998572254	0.05477477789
2044	0.9998593764	0.05472341232
2045	0.9998597079	0.0546766456
2046	0.9998598049	0.0546620446
2047	0.9998607834	0.0545996045
2048	0.9998616001	0.05456161566
2049	0.9998621419	0.05451898965
2050	0.9998622956	0.05449486663
2051	0.9998627565	0.05446789689
2052	0.9998627484	0.05445565101
2053	0.9998633145	0.05442301935
2054	0.9998645274	0.05437077227
2055	0.9998648671	0.05435307913
2056	0.9998659183	0.05429262906
2057	0.999866727	0.05425630599
2058	0.999867107	0.05422312472
2059	0.9998673981	0.05418306023
2060	0.9998676003	0.05417353636
2061	0.9998682472	0.05413866968
2062	0.9998685545	0.05411910249
2063	0.9998694197	0.05409319512
2064	0.9998703173	0.05405428462
2065	0.9998702122	0.05401638275
2066	0.9998708915	0.05397173045
2067	0.9998712877	0.05396130808
2068	0.999871692	0.05394855795
2069	0.9998723551	0.05391760578
2070	0.9998729616	0.05390689637
2071	0.9998732285	0.0538907296
2072	0.9998738754	0.05386483256
2073	0.9998740937	0.05385630722
2074	0.9998744414	0.05380362192
2075	0.9998751692	0.05376312481
2076	0.9998751531	0.05374649345
2077	0.9998760426	0.05369279963
2078	0.9998775386	0.0536252912
2079	0.9998784119	0.05357241673
2080	0.9998787839	0.05356200503
2081	0.9998789456	0.0535446445
2082	0.9998793904	0.0535122337
2083	0.9998794793	0.05348130923
2084	0.9998795683	0.05345677023
2085	0.9998803365	0.05342471633
2086	0.9998810562	0.05337237308
2087	0.9998818891	0.0533434365
2088	0.9998820912	0.05330035336
2089	0.9998829565	0.05326036714
2090	0.999884032	0.0532108432
2091	0.9998846385	0.05318719853
2092	0.9998847679	0.05315774669
2093	0.9998855118	0.05312832597
2094	0.9998858595	0.05310907314
2095	0.999886369	0.05308435767
2096	0.9998867976	0.05304772645
2097	0.9998872261	0.05300927258
2098	0.9998887383	0.05296946956
2099	0.9998889081	0.05295663183
2100	0.9998890699	0.05294557969
2101	0.999889547	0.0528933244
2102	0.9998900807	0.05285628256
2103	0.999890388	0.05281616191
2104	0.9998905012	0.05278487688
2105	0.999890768	0.05276099823
2106	0.9998914554	0.05271610795
2107	0.9998916656	0.05268528485
2108	0.9998922074	0.0526220376
2109	0.9998926845	0.05260666223
2110	0.9998930727	0.0525672106
2111	0.9998933233	0.05254045662
2112	0.9998939622	0.05252308672
2113	0.9998943827	0.0525021934
2114	0.9998948274	0.0524927541
2115	0.9998955633	0.05245299964
2116	0.999896194	0.05240452193
2117	0.9998964528	0.05237019842
2118	0.9998973747	0.05231366889
2119	0.9998977628	0.05227040493
2120	0.999897965	0.05225214494
2121	0.9998981914	0.052220671
2122	0.9998985957	0.05217363434
2123	0.9998989434	0.0521249108
2124	0.9998997602	0.05207939356
2125	0.9999001241	0.05204576658
2126	0.9999009165	0.05201146804
2127	0.9999011753	0.05197439474
2128	0.9999013775	0.05194236722
2129	0.9999015877	0.05191080745
2130	0.9999018788	0.05187737274
2131	0.9999019516	0.05185188061
2132	0.9999021133	0.05183063475
2133	0.999902922	0.05177166749
2134	0.9999030352	0.0517287543
2135	0.9999036821	0.05168343454
2136	0.9999040217	0.05164669268
2137	0.9999042482	0.05163056782
2138	0.9999043452	0.05160133479
2139	0.9999058574	0.05155616847
2140	0.9999060434	0.05152635172
2141	0.9999064638	0.05149495164
2142	0.9999070784	0.05144049894
2143	0.9999072968	0.0514272891
2144	0.9999080003	0.05138118016
2145	0.9999083156	0.05136201084
2146	0.999908445	0.05134406921
2147	0.9999085097	0.05133668693
2148	0.9999087119	0.05131033968
2149	0.9999087523	0.05128887227
2150	0.9999088574	0.05127807319
2151	0.9999091486	0.05124321307
2152	0.999909472	0.05121872734
2153	0.9999096176	0.05121124425
2154	0.9999096742	0.05118824346
2155	0.999910313	0.05114221709
2156	0.9999104747	0.05111229069
2157	0.9999111136	0.05106719592
2158	0.9999123265	0.05103417817
2159	0.9999126904	0.05100904595
2160	0.9999130381	0.05096993014
2161	0.9999131352	0.05093419804
2162	0.9999137093	0.05089816453
2163	0.9999140166	0.05087003288
2164	0.9999141136	0.05083847721
2165	0.9999143239	0.05080237345
2166	0.999914615	0.05077765612
2167	0.999914898	0.05072496237
2168	0.9999155207	0.05067689567
2169	0.9999158118	0.05066213391
2170	0.9999162242	0.05062052527
2171	0.9999165558	0.05060231883
2172	0.9999167984	0.05059478774
2173	0.9999170814	0.05056815098
2174	0.9999173644	0.05054567875
2175	0.9999175989	0.05053459197
2176	0.9999182943	0.05049118631
2177	0.9999184965	0.05045370705
2178	0.9999186825	0.0504358219
2179	0.9999192081	0.05039449002
2180	0.9999191758	0.05037126938
2181	0.9999197257	0.05031657297
2182	0.9999211246	0.05027901072
2183	0.9999215613	0.05023693773
2184	0.9999215855	0.05022541015
2185	0.9999220222	0.05019659786
2186	0.999922095	0.05018863927
2187	0.9999223133	0.0501663578
2188	0.9999226772	0.05013991337
2189	0.9999229279	0.05013370059
2190	0.9999230573	0.0501223114
2191	0.9999231301	0.05009479023
2192	0.9999232433	0.05007184696
2193	0.999923308	0.05005327157
2194	0.9999237365	0.05002082785
2195	0.9999241894	0.04998063578
2196	0.999924246	0.04997519946
2197	0.9999241085	0.04996104246
2198	0.999924343	0.04991851726
2199	0.9999246827	0.0498725532
2200	0.9999252811	0.04980631085
2201	0.9999257905	0.04975363894
2202	0.9999261948	0.04971189415
2203	0.9999262433	0.04969264424
2204	0.9999268741	0.04964499506
2205	0.9999271814	0.04960948895
2206	0.9999272542	0.04959105758
2207	0.99992761	0.04956075773
2208	0.9999279092	0.04952618569
2209	0.999928265	0.04947350345
2210	0.9999288795	0.04942914419
2211	0.999929017	0.0494085686
2212	0.9999291221	0.04938008855
2213	0.9999293405	0.04935093664
2214	0.9999297286	0.04931730949
2215	0.9999298095	0.04928981148
2216	0.999929955	0.04927704592
2217	0.9999300763	0.0492636375
2218	0.9999302057	0.04925153022
2219	0.9999306424	0.04920589033
2220	0.9999308445	0.0491878517
2221	0.9999310629	0.04914403339
2222	0.9999312812	0.04912211552
2223	0.999931354	0.04907618826
2224	0.9999316451	0.04903657424
2225	0.9999320171	0.04901896806
2226	0.9999322435	0.04900724832
2227	0.9999328096	0.04895128719
2228	0.9999336425	0.04891905467
2229	0.9999345158	0.04889242612
2230	0.9999349201	0.0488825583
2231	0.9999350819	0.04885792159
2232	0.9999351789	0.04880643977
2233	0.9999356722	0.04877964525
2234	0.999935842	0.04875932752
2235	0.9999358662	0.04873319651
2236	0.999936125	0.04869469936
2237	0.9999366668	0.04866219164
2238	0.9999373865	0.04861000808
2239	0.9999376614	0.04857658493
2240	0.9999380253	0.04853960101
2241	0.9999380415	0.04853147598
2242	0.9999384216	0.04848923412
2243	0.9999387369	0.04844723589
2244	0.9999391008	0.04839732571
2245	0.9999393111	0.04836666179
2246	0.9999393839	0.04835635722
2247	0.9999395051	0.04832626109
2248	0.9999401763	0.0482908542
2249	0.9999401844	0.04826929714
2250	0.9999403461	0.04823735782
2251	0.9999405564	0.04822293983
2252	0.99994071	0.04819135988
2253	0.9999411467	0.0481438058
2254	0.9999416561	0.04811927368
2255	0.9999418098	0.04810192885
2256	0.9999419473	0.04808905484
2257	0.9999419553	0.04807673225
2258	0.9999420524	0.04806726112
2259	0.9999422788	0.04805072387
2260	0.9999426912	0.048031495
2261	0.9999431521	0.04799943907
2262	0.9999434999	0.04796390218
2263	0.9999435565	0.04794215539
2264	0.999943702	0.04791510812
2265	0.9999440821	0.04788062505
2266	0.9999441468	0.04786367459
2267	0.9999446401	0.04781865059
2268	0.9999454002	0.0477773428
2269	0.9999459581	0.04773270418
2270	0.9999462816	0.04770095804
2271	0.9999466617	0.04767953365
2272	0.9999467506	0.04764828456
2273	0.9999470417	0.04761113862
2274	0.9999468557	0.04758097084
2275	0.9999470336	0.04756068046
2276	0.9999473814	0.04752568914
2277	0.9999476401	0.0474947853
2278	0.9999476078	0.04745942128
2279	0.9999478423	0.04744328117
2280	0.9999478827	0.0474301447
2281	0.9999478989	0.04740718513
2282	0.9999479636	0.04740200902
2283	0.9999480849	0.04739018235
2284	0.9999481496	0.04736511063
2285	0.9999481496	0.04732861518
2286	0.9999484407	0.04728343491
2287	0.9999484488	0.04726660152
2288	0.9999486671	0.04722880727
2289	0.9999494192	0.04717888855
2290	0.9999499933	0.04712233986
2291	0.9999500742	0.04711288287
2292	0.9999507453	0.04704471503
2293	0.9999511982	0.04700366941
2294	0.9999512548	0.04697847793
2295	0.9999513923	0.04693781198
2296	0.9999518208	0.04690519692
2297	0.9999522737	0.04688256708
2298	0.9999524354	0.04685413738
2299	0.999952775	0.04683540419
2300	0.9999528721	0.0468225677
2301	0.9999532926	0.046786656
2302	0.9999532926	0.04677287632
2303	0.9999535028	0.04674835242
2304	0.9999535999	0.046725041
2305	0.999953802	0.04667011492
2306	0.9999544328	0.046631626
2307	0.9999544813	0.04661343442
2308	0.9999549826	0.0465757195
2309	0.9999556619	0.04651996015
2310	0.9999557913	0.04649942262
2311	0.9999559126	0.04647173024
2312	0.9999562118	0.04643217742
2313	0.9999561147	0.04640898989
2314	0.9999561228	0.0464033836
2315	0.9999561794	0.04639435801
2316	0.9999562441	0.04637589306
2317	0.9999565595	0.04632975791
2318	0.9999573682	0.04628287772
2319	0.9999578129	0.04625791181
2320	0.9999582334	0.04620553432
2321	0.9999583385	0.04618395259
2322	0.9999587914	0.0461526926
2323	0.9999588803	0.04612130528
2324	0.9999588884	0.046115048
2325	0.9999591229	0.04606468139
2326	0.9999593655	0.04604763004
2327	0.9999596566	0.04601576502
2328	0.9999596971	0.04599524378
2329	0.9999597779	0.04597833731
2330	0.9999598184	0.04595324634
2331	0.9999599882	0.04591245513
2332	0.9999599477	0.04588226148
2333	0.9999600286	0.04585254326
2334	0.999960344	0.04582323083
2335	0.9999605057	0.04579423911
2336	0.9999608534	0.04574653618
2337	0.9999609747	0.04572109984
2338	0.9999611364	0.04569046514
2339	0.999961751	0.04565263485
2340	0.9999617268	0.04563409433
2341	0.9999617672	0.04560515498
2342	0.9999618076	0.04559932583
2343	0.9999619451	0.04557917238
2344	0.9999620017	0.04557130606
2345	0.9999621796	0.04554440899
2346	0.99996222	0.04553021073
2347	0.9999622685	0.04551278193
2348	0.9999623818	0.04549467548
2349	0.9999625435	0.04545793429
2350	0.9999629721	0.04543227147
2351	0.99996315	0.04541594315
2352	0.9999633845	0.04539156914
2353	0.9999633764	0.04537800256
2354	0.9999636352	0.04535479444
2355	0.9999637645	0.04534241292
2356	0.9999639182	0.04530737606
2357	0.9999640152	0.04529380211
2358	0.9999641365	0.04526608484
2359	0.9999644276	0.04524910964
2360	0.9999644519	0.04522479303
2361	0.999964743	0.04521945162
2362	0.9999647592	0.04521553691
2363	0.9999647915	0.04519015017
2364	0.9999648481	0.04517598952
2365	0.9999648805	0.04517134735
2366	0.9999649371	0.04514827099
2367	0.9999649533	0.0451433976
2368	0.9999648967	0.04512802855
2369	0.9999648562	0.0451137645
2370	0.9999650988	0.0450928421
2371	0.9999653657	0.04505971251
2372	0.9999654546	0.04500450645
2373	0.9999656002	0.04496107738
2374	0.9999658589	0.04492768195
2375	0.9999661501	0.04490209145
2376	0.9999664816	0.04486505209
2377	0.9999665948	0.04484024315
2378	0.9999666918	0.04480435212
2379	0.999966708	0.04478971626
2380	0.9999667404	0.04476142957
2381	0.9999667727	0.04475430116
2382	0.9999668617	0.04474233425
2383	0.9999669749	0.0447100853
2384	0.9999670719	0.04468999976
2385	0.999967363	0.0446498284
2386	0.999967638	0.04460324866
2387	0.9999677835	0.04457748801
2388	0.9999678159	0.04455415573
2389	0.9999680019	0.04452764465
2390	0.9999682687	0.04450656124
2391	0.9999684304	0.04448193272
2392	0.9999685598	0.04446413161
2393	0.9999687458	0.04443028822
2394	0.9999688267	0.04440980169
2395	0.9999691016	0.04437573969
2396	0.9999693927	0.0443402335
2397	0.9999697	0.04429843166
2398	0.9999698132	0.04426879024
2399	0.9999698779	0.04424206078
2400	0.999970169	0.04421325925
2401	0.9999702903	0.04418039409
2402	0.9999704925	0.04414120159
2403	0.9999705006	0.04411362948
2404	0.9999710666	0.04407272794
2405	0.9999710181	0.04404742859
2406	0.9999711232	0.04401969881
2407	0.9999711637	0.04401187301
2408	0.9999714143	0.04398060968
2409	0.9999714548	0.04397406103
2410	0.999971479	0.04395330342
2411	0.9999715437	0.0439283352
2412	0.9999716084	0.0438840901
2413	0.9999716974	0.04387162797
2414	0.9999716893	0.04382152827
2415	0.9999718106	0.04380174969
2416	0.9999719238	0.0437678289
2417	0.9999722796	0.04373221986
2418	0.9999724171	0.04369825531
2419	0.9999727324	0.04364912471
2420	0.9999728861	0.04361643046
2421	0.9999729508	0.04358417581
2422	0.9999731529	0.04354628325
2423	0.999973161	0.04351955362
2424	0.9999731368	0.04349752188
2425	0.9999733551	0.04347372591
2426	0.9999734683	0.04345739636
2427	0.9999735168	0.04343824255
2428	0.9999735734	0.04341276012
2429	0.9999735977	0.04340945651
2430	0.9999736381	0.04338025872
2431	0.9999736624	0.04335131497
2432	0.9999736947	0.04332445901
2433	0.9999737513	0.04331581772
2434	0.9999737837	0.04329783135
2435	0.9999738079	0.04327734295
2436	0.9999738079	0.04325507769
2437	0.9999738241	0.04323448113
2438	0.9999738645	0.04320750834
2439	0.9999739939	0.04316815394
2440	0.9999740182	0.04314643178
2441	0.9999741152	0.04312282449
2442	0.9999742042	0.04309733925
2443	0.9999742608	0.04306382029
2444	0.9999744144	0.04303350896
2445	0.9999744872	0.04301980532
2446	0.9999745923	0.04300470832
2447	0.9999746085	0.04297358416
2448	0.9999749805	0.04294007859
2449	0.9999751584	0.04291853687
2450	0.9999753525	0.04287408247
2451	0.9999755627	0.04284912029
2452	0.9999755304	0.04282423202
2453	0.9999756436	0.04280342121
2454	0.9999756759	0.04277693106
2455	0.9999757649	0.04276491413
2456	0.9999761045	0.04274984284
2457	0.9999760802	0.04273762902
2458	0.9999762339	0.04270351659
2459	0.9999765331	0.04268145272
2460	0.999976897	0.0426316767
2461	0.999976897	0.04261650572
2462	0.9999769374	0.04257775793
2463	0.9999770344	0.04255357248
2464	0.9999772689	0.04253189056
2465	0.9999775196	0.04249348336
2466	0.9999777299	0.042488903
2467	0.9999779159	0.04247535109
2468	0.9999779806	0.04245578298
2469	0.9999779563	0.04244428618
2470	0.999978207	0.04241650547
2471	0.999978207	0.04237229636
2472	0.9999783202	0.04235167839
2473	0.9999783768	0.04234234498
2474	0.9999784253	0.04232893957
2475	0.9999784415	0.04230495203
2476	0.9999787083	0.04227404897
2477	0.9999788296	0.04224937223
2478	0.9999790075	0.04221689594
2479	0.9999790884	0.04219367878
2480	0.9999793067	0.04214073695
2481	0.9999793876	0.04210346726
2482	0.9999794523	0.04208455196
2483	0.999979428	0.04206120076
2484	0.9999794846	0.04203050882
2485	0.9999795817	0.04199431108
2486	0.9999797191	0.04196303821
2487	0.9999799779	0.04195473711
2488	0.9999801073	0.04192870873
2489	0.9999802529	0.04187974774
2490	0.9999804227	0.04185484191
2491	0.9999805278	0.04182676988
2492	0.9999805925	0.0418068404
2493	0.9999807057	0.04178333223
2494	0.9999809564	0.04175102256
2495	0.9999810049	0.04172926394
2496	0.9999810777	0.04172153563
2497	0.9999813526	0.04167899241
2498	0.9999814577	0.04166262707
2499	0.999981482	0.04162469968
2500	0.9999816599	0.0415963861
2501	0.9999817812	0.04156991258
2502	0.9999818216	0.04153976013
2503	0.9999819267	0.04150545039
2504	0.9999820238	0.04148421227
2505	0.9999820723	0.04146759718
2506	0.9999819834	0.04144535058
2507	0.9999821127	0.04140954734
2508	0.9999822017	0.04137327034
2509	0.9999823311	0.04136484599
2510	0.9999825898	0.04133700019
2511	0.9999825818	0.04131373883
2512	0.999982695	0.04130226332
2513	0.9999827111	0.0412722353
2514	0.9999827273	0.0412640692
2515	0.9999827839	0.04123096617
2516	0.9999828971	0.04119428224
2517	0.9999832448	0.04114161895
2518	0.9999832934	0.04112418306
2519	0.9999833014	0.04109406065
2520	0.9999833257	0.04106711367
2521	0.9999833823	0.04104391997
2522	0.9999834713	0.04101835951
2523	0.9999834955	0.04100246934
2524	0.9999837219	0.04095845384
2525	0.9999838675	0.04091317237
2526	0.9999841829	0.04088371034
2527	0.9999843042	0.04086495549
2528	0.9999844255	0.04083229327
2529	0.9999844093	0.04081680594
2530	0.9999844578	0.04080855204
2531	0.9999845144	0.04077173451
2532	0.9999844578	0.04074582353
2533	0.9999845953	0.04071386883
2534	0.9999847732	0.04067173256
2535	0.9999848298	0.04064184126
2536	0.9999848298	0.04062281363
2537	0.9999848621	0.04059605498
2538	0.9999850724	0.04056023853
2539	0.9999851452	0.0405503157
2540	0.9999851128	0.04052530508
2541	0.9999850966	0.04050776846
2542	0.9999850966	0.04049561164
2543	0.9999851694	0.04046548977
2544	0.9999852665	0.04044440113
2545	0.9999853958	0.0404205864
2546	0.9999857759	0.0403893859
